id,created_at,username,tweet,likes_count,emoji
1317749100461256708,2020-10-18 14:32:22 +0545,chetan_karki,#myrahsofkarki #smiles on #camera 😊❤️🙏🏻👌 #chetanvlogs #daughter #baby #cute #smiling @ Orange Studio  https://t.co/HaiLh7CfkW,2,👌
1309142672444063744,2020-09-24 20:33:30 +0545,chetan_karki,#baby #bright #eyes 😊❤️ #love the #look  pic by @samriddhirai (thanks sisi 🙏🏻👌) @ Orangestudiochetanvlogs  https://t.co/0XqYXIhVk5,3,👌
1307278939119738880,2020-09-19 17:07:41 +0545,chetan_karki,#tattoos of #brotherhood 😊🙏🏻❤️✊👌#chetanvlogs @karma_glan_tmg #tattostyle #vlog # vlogger @ Orangestudiochetanvlogs  https://t.co/rCsoxy6cHG,2,👌
1303253811117486080,2020-09-08 14:33:16 +0545,chetan_karki,#handmade #toothbrush #loved #it 😊❤️🙏🏻👌 #gogreen #saveplanet #saveplanetearth #earth #bamboo #brush #bamboofurniture #bambooart #chetanvlogs #orangestudiochetan #musician #guitarist #recordingstudio #singersongwriter…  https://t.co/owyHvPnlU8,3,👌
1301115811168477185,2020-09-02 16:57:37 +0545,chetan_karki,Amazing piece of gears till now 😊❤️🙏🏻👌 #chetanvlogs #orangestudiochetan #musican #vlogger #youtuber #youtube #vlog #guitarist #content #creator #yep @ Orangestudiochetanvlogs  https://t.co/RMnT3Xq5xa,5,👌
1300718276633227266,2020-09-01 14:37:57 +0545,chetan_karki,"Pani paryo  , रमाइलो लाग्यो 😆🙂👌😊🙏🏻 #chetanvlogs #enjoying #rain #enjoyinglife #vlog #coffee #time #vlogger #youtuber #musican @ Lalitpur, Nepal  https://t.co/XGdmdcD9zt",2,👌
1298184166723530752,2020-08-25 14:48:19 +0545,chetan_karki,Power of nature is amazing thing in life just realize that 😊❤️🙏🏻👌 #chetanvlogs #vlogger #musican #singer #singersongwriter #guitarist #nepali #youtuber #youtube #content #creative #creator #musicvideo #musicproducer…  https://t.co/KjvRBnYnlJ,4,👌
1296438318352281604,2020-08-20 19:10:56 +0545,chetan_karki,View from our rooftop 😊❤️👌 #chetanvlogs #amazing #view #sky #blu #blue #rain #day #clouds #beautiful #joy #moment #of #life #orangestudiochetan #musican #singer #songwriter #composer #beats #producer #song…  https://t.co/lStHlvkaGR,5,👌
1295746436114427906,2020-08-18 21:21:38 +0545,chetan_karki,WOW AMAZING AND CONGRATULATIONS abhayaandthesteamengines AND THE TEAM FOR THIS GREAT SONG AND MUSIC VIDEO  😊❤️ 🙏🏻👌 WISHING ALL THE LUCKS FOR THIS INNOVATIVE VENTURE !! And hamro chetfam lae pani maya dekhaunu Paryo…  https://t.co/p3ez7Up9Za,5,👌
1295699625639161859,2020-08-18 18:15:38 +0545,devthapaa,Let’s assume you and me sipping coffee watching this view.😂👌  https://t.co/UwiNeYGlXn,2,👌
1291742804423524352,2020-08-07 20:12:38 +0545,onyiecherry,"Details!👌💦💦💦💦💦💦  . . Gorgeous empire ball gown on a very happy bride. #dressfitting #bridaldressfitting ❤ . . This is a corset fitting Turkey gown. 👰🧚‍♀️🧚‍♀️ Luxury is indeed affordable!🥰🥰 . . We stock luxury, unique…  https://t.co/HzQC06UiD1",1,👌
1290050588990771201,2020-08-03 04:08:23 +0545,chetan_karki,#papapugu In a #wooden #plate arts by arko pic ma chha 😊🙏🏻❤️✊👌 #dixie #dixitakarki #pugu #papa #picture #art #artist #newart #artwork #skills #vlog #vlogger #singer #musican #records #song #orange #recording #studio…  https://t.co/Qe3pmDOiOR,5,👌
1289942333035700226,2020-08-02 20:58:12 +0545,nepalplanettrek,"Let me be in the Himalayas, where my soul can remain in Peace. -Annapurna Base Camp, Nepal 😊👌 . View of Mt.annapurna South with sunrise  from the Annapurna Base…  https://t.co/GYXDXezQeb",0,👌
1289562432260550657,2020-08-01 19:48:37 +0545,surajlama100,Today👌❤️. . . . . . . .  #westnepal #nepal #fakhel #nepalnow #himalayas #himalayasarecalling #nepal🇳🇵 #nepaltrip #inatanepal #visit #visitnepal2020 #visitnepal #explornepal #nepal2020 #goodmorning #mopilephotography…  https://t.co/8FlRPYF8J6,0,👌
1288801625730056192,2020-07-30 17:25:27 +0545,chetan_karki,Working on new project 👌 #studioversion #musicvideo 👍 #collaboration #work 🎤📸 #vocals #AnozSademba #guitar #chetanvlogs #chetan orangestudiochetanvlogs #youtuber #nepali #music #recording #studio #orange #nepal…  https://t.co/77ilhodwmf,5,👌
1282998925536956416,2020-07-14 17:07:35 +0545,chetan_karki,"My favorite is #truck #4wd 👌what is #your #favorite one ? 😊  #chetanvlogs #musician #vlog #vlogger #musicproducer #beat #producer in #nepal #original @ Lalitpur, Nepal  https://t.co/gnann2If4S",4,👌
1281535259608260614,2020-07-10 16:11:30 +0545,chetan_karki,radicalrootstattoos @ #thamel #street  #ink ones in #life ✌🏻👌  #chetanvlogs #orange #studio #musican #guitarist #musicproducer #recordist #youtuber #vlogger #nepali #singer #lockdwon #stayhome #staysafe @ Thamel  https://t.co/beL1qBaqJF,4,👌
1277947204704112640,2020-06-30 18:33:51 +0545,nepalplanettrek,Annapurna Circuit Trek has some awesome views 👌 Photo: 📷wendymonica @ Annapurna Trek - Nepal  https://t.co/HrCHqjZWwv,0,👌
1268592708291084291,2020-06-04 23:02:25 +0545,chetan_karki,"#Finally hahahaha #thanks #guys ❤️😊🙏🏻✌🏻  #500k we are here #cheers all 👌✊ #chetanvlogs #nepaliyoutuber #musican #vlog #vlogger @ Lalitpur, Nepal  https://t.co/tiQcuRL3fF",9,👌
1264147829120876545,2020-05-23 16:40:03 +0545,amazingsherpa,Love live life ❤️❤️😍👌👌👌👌💙♥️💙 @ Everest Home Stay Apartment.  https://t.co/8dtpbY7RvC,0,👌
1260933401084747779,2020-05-14 19:47:04 +0545,sanskritifarms,"Now and Then, Lockdown Effect!!    Utilization of Corona time for Prosperity 👍🏻🙏🏻🇳🇵👌🤔   Dream Now Travel Later   #nepal #travel #work #organic #traveling #organic #airbnb #hostagram #likeforlike #photography…  https://t.co/57AzIOzASF",1,👌
1260885798787985409,2020-05-14 16:37:55 +0545,beingdibu,"Unknown one which i got when i was scrolling my gallery 😅 Were Great days at Surkhet 👌 @ Kathmandu, Nepal  https://t.co/SPL3z5NqZk",1,👌
1258896695728975872,2020-05-09 04:53:56 +0545,amd4_ann,Miss our afternoon tea on the balcony at Lifestory GuestHouse in Kathmandu.I did treat myself to a glass teapot &amp; did use my mountaineer tea from Darjeeling today👌❤️ @sallie_ryan ❤️Nepal  https://t.co/JtdBm5TrDM,11,👌
1258237354223026176,2020-05-07 09:13:56 +0545,memridull,"सबैलाई बुद्ध जयन्तीको सुभकामना !!!👌👌💐💐 @ Nagarjun Forest Reserve, Kathmandu  https://t.co/lU51ny838Y",0,👌
1255370652359540736,2020-04-29 11:22:41 +0545,khadkakrishna,"👌 @ Sudal, Bhaktapur  https://t.co/1fgKMOWfbq",0,👌
1255195969919922176,2020-04-28 23:48:34 +0545,bhawitocasm,राम्रो मान्छेको राम्रै होला कुरो 👌 #weather #dhapakhel #dhapakhelbuddhavihar #bhawitocasm @ GEMS Institute of Higher Education(GIHE)  https://t.co/hqYdU1Wb6Z,2,👌
1251430784751284225,2020-04-18 14:27:04 +0545,epicadventurenp,Office views- Dream now visit us later stay safe stay home 👌👌👌🤘🤘🤘🤘👊🏿👊🏿👊🏿👊🏿 #getoutandride #explorepage #adventureisoutthere #trailslikethese #outsideisfree #instamtb #cyclingholidays #enduromountainbike #enduromtb…  https://t.co/MrPUo0a2gc,0,👌
1248222907844546560,2020-04-09 18:00:06 +0545,ugdsketch,"Day #9  Today i tried something special😁👌👌Adding Tom and Jerry doodle in digital sketch❤❤ Loved?? Video is on youtube  ""UGD Sketch"" @ Lalitpur, Nepal  https://t.co/qjS81JKQzM",0,👌
1247782532260581376,2020-04-08 12:50:13 +0545,doktornn,"Привет, друзья! У нас все хорошо!🙌👌 🇳🇵 ⛔Идет 16 день полный Lock Down.⛔ 🇳🇵 ⛔Можно только утром и вечером за продуктами или в аптеку выйти. До 15 апреля точно так будет, но скорее всего продлят до начала или середины…  https://t.co/UP3Nuv1Maz",0,👌
1243777192217251845,2020-03-28 11:34:25 +0545,surajlama100,सेलरोटी खनु हू्ऱ्छ । 👌❤️ @ Khulekhani Markhu  https://t.co/aQ2VswAaCp,0,👌
1238673850600169472,2020-03-14 09:35:34 +0545,khadka_brother,जिन्दगीमा जे पाइयो त्यो नै ठुलो कुरा हो👌 गुमाइएका कुरा मेरा थिएनन र त म संगै  रहेनन😭  https://t.co/pNrlj91dpR,2,👌
1237418281746812932,2020-03-10 22:26:23 +0545,nomadicnabeel,"Gulli Danda 😂👌  #nepal @ Pharping, Nepal  https://t.co/aRC86MLX2Z",0,👌
1235793138653868034,2020-03-06 10:48:38 +0545,emo_mkpm26,Prefect 👌👌😍😍 @ Suyambu Sundareshwarar Temple  https://t.co/GF7PmFyNyp,0,👌
1235210628593139713,2020-03-04 20:13:57 +0545,lets_beactive,Suryabinayak Temple. Nice first day out. Good to be back in some sunshine ☀️🌞👌  https://t.co/vR6n8YEzvh,0,👌
1234817279512190976,2020-03-03 18:10:55 +0545,lets_beactive,Finally made it. NEPAL - Kathmandu 🇳🇵🇳🇵🇳🇵🇳🇵  6 months of exploring. 👌  #seetheworld #travel #nepal  https://t.co/ylCi77qZTO,6,👌
1233748465236299776,2020-02-29 19:23:50 +0545,cr7mukeshkhadka,👌👌👌👌👌👌👌👌  https://t.co/LBtwYIZb4P,0,👌
1226517243569176576,2020-02-09 20:29:33 +0545,tjoemar,In the Sand and the Snow  #undergroundplay Awesome Play... 👌👌👌👌 Kudos to the Team and Deborah  And the Creative Director for great piece of act... #rushedtotheplay #25Hours #Tangal @ 25 Hours  https://t.co/E7PclJOTVO,0,👌
1221041178591690752,2020-01-25 17:49:37 +0545,amd4_ann,@BridgetMalkin @donnasl8888 @LAHunt1 @Nurse_Everafter @LecturerLee @KWedgbury I AM a happy bunny again today.I rarely buy for myself but lost some beautiful earrings (from a recent trip to Nepal on a dog walk)&amp; thought my work earrings had gone the same way but there were here in my BCU hoodie 👌😲🤣 Yeah ha  https://t.co/To78uefwZE,4,👌
1219537019652771840,2020-01-21 14:12:38 +0545,mongolianheartk,"#Flash_Back #when_i_was_young👌 @ Kathmandu, Nepal  https://t.co/W7nnt9mF1e",1,👌
1212934374548574209,2020-01-03 08:56:04 +0545,liqwant,@tanka_timilsina Herisakeu daju   Obviously nice 👌 song daju,0,👌
1208315991089930240,2019-12-21 15:04:16 +0545,rakeshjyoti9555,Aaja ko selfi pic of the day rea ni ta.🤣🤪😂 👌🤳 @ DSquare Cafe &amp; Restaurant  https://t.co/E58t1THGxN,0,👌
1206635908860141568,2019-12-16 23:48:13 +0545,hancycat,Take the time to appreciate what you have. #smile #loveyourself 😍😍😍👌👌✌✌✌ @ Chhaya Center  https://t.co/6jSdKA6xt7,0,👌
1206512837851435009,2019-12-16 15:39:11 +0545,iamkalin13,👌👌🤳🤳  https://t.co/o2TFu8A3l6,0,👌
1205691505656000514,2019-12-14 09:15:30 +0545,amazingsherpa,Amazing 👌 yummy 😋 breakfast at nagarkot today lol @ Nagarkot  https://t.co/qOpWBQxyUx,0,👌
1205482980011126784,2019-12-13 19:26:53 +0545,chhantyal,Went for chai ☕️ stayed for art 👌#kathmandu #basantapur #chai @ Zy  https://t.co/xY3DK5tM8Y,0,👌
1199716031876521989,2019-11-27 21:31:06 +0545,deviate_raj,"एउटा☠️लासले क्या सहि👌कुरा भन्दै थियो, कि यी 👨‍👨‍👧‍👧मान्छेहरु जो मेरो ☠️लास देखेर 😂रोइरहेका छन नि यदि अहिले म 😲उठे भने मलाई 😩बाच्न दिने छैनन!!! @ Swayambhu (architecture)  https://t.co/4wGYv3b74H",0,👌
1198862193401315328,2019-11-25 12:58:15 +0545,fseint,#swipeleft - Special places asks for special experiences - Mt Everest flight #wow 💥🇳🇵👌 • • •  nepal #kathmandu #adventure #freshlysqueezedevents #incentivetravel #stupa #buddism #Himalayas #everest #pokhara…  https://t.co/JYioyvysIe,0,👌
1198151987889491969,2019-11-23 13:56:09 +0545,amd4_ann,@ericasmart Thanks Erica.I have a little group  of International academics going to keep me company for a few hours👌🤣🤣🤣 #newfriends #Nepal #Kathmandu  https://t.co/E7dLjHzmYP,1,👌
1197947271255666689,2019-11-23 00:22:40 +0545,fseint,Be adventurous with your events with #freshlysqueezedeventsuk in Nepal this w’end!🇳🇵👌 • • •  #nepal #kathmandu #adventure #freshlysqueezedevents #incentivetravel #stupa #buddism #Himalayas #everest #pokhara…  https://t.co/r3O4Nreetn,0,👌
1197015761446768640,2019-11-20 10:41:11 +0545,nimasangetaman1,African girls dance in Nepali song 💃💃 👌👌  https://t.co/k6AkUa9rWw,2,👌
1195719772932952070,2019-11-16 20:51:23 +0545,iamkalin13,👌👌👌  https://t.co/nVeqszZKHq,1,👌
1195264278921531392,2019-11-15 14:41:25 +0545,pietersensandip,There's no doubt in fact that @WarwickshireCCC lad @OHD_20 had a great time here in Nepal🇳🇵 Anxiety for Nepali batsman but an executant for Nepali supporters👌 Hopefully see you again Olly ! #MCCTourOfNepal  https://t.co/0B3cI70AQk,64,👌
1194647994529959936,2019-11-13 21:52:32 +0545,amd4_ann,It’s hard to imagine what you can pack into 16hrs? Our flight was re-routed&amp;late but we got spectacular views of Kathmandu and eventually the Himalayas👌#kathmandu  https://t.co/mIqU9fMpPi,0,👌
1194289936394018816,2019-11-12 22:09:44 +0545,nepalplanettrek,Who doesn't want to feel refresh from their hectic lives?? Join us for this trek and we guarantee you it will meet up with your requirements. 😉😆😃👌  #EverestLuxuryTrek 2020 is for those who wants to trek luxuriously…  https://t.co/F4mqaR9fhR,0,👌
1194289287124148224,2019-11-12 22:07:09 +0545,nepalplanettrek,Who doesn't want to feel refresh from their hectic lives?? Join us for this trek and we guarantee you it will meet up with your requirements. 😉😆😃👌  #EverestLuxuryTrek 2020 is for those who wants to trek luxuriously…  https://t.co/Q9yIURrwOZ,0,👌
1194288228347633665,2019-11-12 22:02:57 +0545,nepalplanettrek,Who doesn't want to feel refresh from their hectic lives?? Join us for this trek and we guarantee you it will meet up with your requirements. 😉😆😃👌  #EverestLuxuryTrek 2020 is for those who wants to trek luxuriously…  https://t.co/vBnrMKAxXz,0,👌
1194287524509835266,2019-11-12 22:00:09 +0545,nepalplanettrek,Who doesn't want to feel refresh from their hectic lives?? Join us for this trek and we guarantee you it will meet up with your requirements. 😉😆😃👌  #EverestLuxuryTrek 2020 is for those who wants to trek luxuriously…  https://t.co/9xW8QMtsJZ,0,👌
1194076149049114625,2019-11-12 08:00:13 +0545,romeo_resh,"#HAPPY_BIRTHDAY  To the most beautiful girl....👌👌🎂🎂 @ New Baneshwor,Kathmandu  https://t.co/yHu8bwDhmx",0,👌
1193923816302342144,2019-11-11 21:54:54 +0545,amd4_ann,"Our first team meeting on the terrace.A small group of 9 mainly retired,but expertise from  teaching,the military&amp; police.All interested in charity work.This is going to be a trip with a few interesting twists👌 @Himalayan_HTUK #adventure #explore #helpothers #nepal  https://t.co/ftnv86lIWP",2,👌
1193918348276273152,2019-11-11 21:33:10 +0545,amd4_ann,"Life in Durbar Square,Patan👌#buzzing #nepal #postearthquakereconstruction  https://t.co/Z7JJgbAFqD",2,👌
1192642059301249025,2019-11-08 09:01:39 +0545,himalayanadvtt,"#KailashPilgrimageTour is one of the popular pilgrimage site for its religious value, that it possess. This tour is perfect for pilgrimage people, nature lover and adventure seekers. 😱👍😊👌 #Kailashtour,…  https://t.co/8mGa6b5eKN",0,👌
1189841661045571584,2019-10-31 15:33:52 +0545,bhawitocasm,👌👌👌 #setiriver #pokhara #natural #beauty @ Seti River Kaski Pokhara  https://t.co/lxwCXBdDyE,1,👌
1189841405050376192,2019-10-31 15:32:51 +0545,bhawitocasm,👌👌👌 #setiriver #pokhara #natural #beauty @ Seti River Kaski Pokhara  https://t.co/20ztFukB40,2,👌
1180871193768943617,2019-10-06 21:28:26 +0545,dheerazshah,"#DASHAIN_CELEBRATION #kankalini_bhardaha😍😍👌 #sisters😍😍 @ Saptari,bhardaha Kankali Mandir  https://t.co/zlOKtJU8by",0,👌
1177221660631621632,2019-09-26 19:46:30 +0545,nepalplanettrek,Mustang 👌 Muktinath Nepal  Pc📸: pakaprich #amazingnepal #nepalfotogram #nepal #highaltitude #himalayans #agriculture #nepalisheaven #explore #adventure #explorenepal #photography #visit #visitnepal #photooftheday…  https://t.co/9zYFy0fAKH,0,👌
1174700240064016384,2019-09-19 20:47:16 +0545,sanskritifarms,A new dimensions for the Homestay Management training organized by Namobuddha Municipality and supported by KOICA Nepal 🇳🇵. 😊😍👌😘✌️😍👍  . . #homestay #organic #farmstay #nepal #homestaytraining #visitnepal2020…  https://t.co/yk77br4YX9,0,👌
1173439201242701835,2019-09-16 09:16:21 +0545,ashokayrai,Master piece from aaryaman_45shrestha 😁😄👌 @ Nayabazar Khusibun  https://t.co/UeyvznOYt8,0,👌
1173413678315474944,2019-09-16 07:34:56 +0545,sanskritifarms,"Our Mentor susiehutch1 susiemhutchison visiting the family and homestay. How wonderful to discuss with her the future prospects, business ventures and community support programs. 😉😍🙏🏻🍀👌🌳🌲🌱🌿🌺🌹🍏🍐🍊🍋🍈🥦🌽🏔🗻✅ . . #homestay…  https://t.co/nGnQbguvmd",0,👌
1170884808865656832,2019-09-09 08:06:07 +0545,srintimatesnep,"Imagine...and we will have that print.. Quality the same old cotton 👌  BICYCLE PRINT  Dont worry about the shrink,,,pure cotton are bound to shrink... ITEM: BOXER SHORTS FABRIC: cotton Color: variety BACK POCKET:…  https://t.co/U7o7lQ9Ecm",0,👌
1166745335525453824,2019-08-28 21:57:19 +0545,sanskritifarms,The green magic and the beauty of the monsoon! Women working in the paddy field near Bhakundebeshi. 👏🏻👋👌🙏🏻 . . . #nepal #homestay #paddyfield #paddyfields #monsoonseason #greenfield #organic #nepali #nepalilifestyle…  https://t.co/cNldR20bHL,1,👌
1166342908808552448,2019-08-27 19:18:13 +0545,sarojshr,Wall designs 👌 @ Gairidhara  https://t.co/mzHxUg054U,0,👌
1165992219507142657,2019-08-26 20:04:42 +0545,s_bhattarai7,I took all the 3hours walk over the woods and rocks just to see you and enjoy your spectacular effects. 🤙❤️ #visitnepal2020🇳🇵 #hikenearkathmandu  #hikeforhealth #nepalisrealheavenismyth👌💯 explore.n3pal…  https://t.co/7vDAmO54GZ,0,👌
1162397879740186624,2019-08-16 22:02:05 +0545,abhi_sekk,"#love #brother #sister 💕❤👌😌😊 @ Kathmandu, Nepal  https://t.co/FWIarJmCUb",1,👌
1157505614886555648,2019-08-03 10:01:58 +0545,sanskritifarms,"Varieties of Citrus 🍊 you might be interested to know. 🍋 🍊  If you need trees, please contact us at sanskriti.farms2073@gmail.com or 9841891265 🇳🇵🌲🍋👌🍊🌍 . . . #organic #treenursery #tree #fruit #citrus #homestay…  https://t.co/FftIJJcjYu",0,👌
1150641101142941697,2019-07-15 11:24:51 +0545,bhawitocasm,👌💯🔝 #throwback #bouddha #rainyday #rainyseason #religious #buddhist #bhawitocasm @ Bouddhanath Stupa  https://t.co/HnWZMryV4s,1,👌
1136894025254916096,2019-06-07 12:58:52 +0545,twtmg,Panoramic view of clear #kathmandu today from #monkeytemple 👌  https://t.co/ybhpySjBDb,2,👌
1136200334617993216,2019-06-05 15:02:24 +0545,cr7oliya,"""Two wheels move the soul"" said someone and i agreed 😉👌 @ Nayabazar Khusibun  https://t.co/uzEblEXq6k",0,👌
1132314576706514946,2019-05-25 21:41:47 +0545,sanskritifarms,"Flower is the best art, Good Night 😀 👌👍 . . . . @SanskritiFarms communityhomestaynetwork @sigdelsanjog @travelbloggeres @nepaltourismb explorenepal.official  . . . .  #nepal #experiencenepal #explorenepal…  https://t.co/Ir1ELIKoZ9",0,👌
1124557504296509440,2019-05-04 11:57:56 +0545,onhimalayas,A sweet (Jeri) on Ranikot Village Hiking in Kathmandu 😮🙏🇳🇵🏔👌🤔 #ranikot  #ranikothiking  #trekkingtrailnepal  #trekkingtrails  #hikingday  #hikinginkathmandu  #trekwithapar  #lovehiking…  https://t.co/wMzMrkGOYZ,0,👌
1123797472378347521,2019-05-02 09:37:51 +0545,homeoftrek,"Landslide way,  On the way to Tilicho lake. Lies to In Annapurna Region Nepal..👌 @ Home of Treks and Extreme Expeditions  https://t.co/VSPdrURSFS",0,👌
1123255655584808960,2019-04-30 21:44:52 +0545,corporatetreks,🏔😲👍Face the #EverestThreePassesTrek with Corporate Adventure Treks BOOK NOW👌 for just 1950💲 @ 🌐  https://t.co/pouscWjsZJ 📧 info@corporatetreks.com 📱 +977 9851029803 (Saroj…  https://t.co/2X35nv7ZXk,1,👌
1123104883056398336,2019-04-30 11:45:45 +0545,marasinisimant,"यहाँ “कारमा” हिड्ने भन्दा “सँस्कार” मा हिड्ने मान्छेको खाँचो छ।👌 @ Lalitpur, Nepal  https://t.co/zpp8fQwhRN",2,👌
1122836204540424192,2019-04-29 17:58:07 +0545,marasinisimant,"मलाई “कारमा” हिड्ने केटीहरु भन्दा “सँस्कार” मा हिड्ने केटीहरु मन पर्छ👌 @ Kathmandu, Nepal  https://t.co/vjvOGBtdeJ",2,👌
1121052981112102912,2019-04-24 19:52:13 +0545,aashiksingh3,"Simple caption😂😂😂🤘🤘🤘🏼🤘🤘🤘🤘👌👌✋🖐️🤟🤟🤟🤟 @ Kathmandu, Nepal  https://t.co/oVrC6CcdTc",1,👌
1119153273733169153,2019-04-19 14:03:27 +0545,bankersanket,Had a memorable experience in Nepal with some truly amazing people!!! Will definitely come back again🇳🇵👌🙏 @ Kathmandu Airport - Tribhuban International Airport - TIA  https://t.co/waI4UegfIA,1,👌
1117338804917030912,2019-04-14 13:53:24 +0545,bhawitocasm,"Nature doesn't hurry, yet everything is accomplished. 👌👌👌 #thecho #jungle #nature #love #naturephotography #bhawitocasm @ Thecho  https://t.co/40uaS1US8l",0,👌
1110089842313039872,2019-03-25 13:48:37 +0545,onhimalayas,The #view of #tsarangla aka #charangla 3560m #dhakmar #cliffs #longest #maniwall after  #ghemila #pass aka #ghanila pass 🙏👌🏔🥾👌😀😀  #himalayan #desert of #nepal about 4000 masl this…  https://t.co/tMRoQiVnB9,0,👌
1109819371826774016,2019-03-24 19:53:52 +0545,_woopdogg,"WoopDogg-Westside (MUSIC VIDEO) ""Coming Soon"" 🔥📽🔊👌🐶🔥 #Staytunned #rapindustry #rap #hiphop #trashgang #rapindustry_new #newschool #newschoolrap #unsignedartist #rapper #wshh #eminem…  https://t.co/dN6ol7TOfE",0,👌
1109279792908636160,2019-03-23 08:09:46 +0545,bhawitocasm,Refreshment 👌 #refreshment #friends #company #bhawitocasm @ Santaneshwar  https://t.co/raohqMJxjg,1,👌
